n	x	y	T(x,y)	Erro_Absoluto
37	3.1111	1.5000	73.3765	0.629630
37	3.1111	1.6667	73.3580	0.629630
37	3.1111	1.8333	73.2284	0.629630
37	3.1111	2.0000	72.9877	0.629630
37	3.1111	2.1667	72.6358	0.629630
37	3.1111	2.3333	72.1728	0.629630
37	3.1111	2.5000	71.5988	0.629630
37	3.1111	2.6667	70.9136	0.629630
37	3.1111	2.8333	70.1173	0.629630
37	3.1111	3.0000	69.2099	0.629630
37	3.1111	3.1667	68.1914	0.629630
37	3.1111	3.3333	67.0617	0.629630
37	3.1111	3.5000	65.8210	0.629630
37	3.1111	3.6667	64.4691	0.629630
37	3.1111	3.8333	63.0062	0.629630
37	3.1111	4.0000	61.4321	0.629630
37	3.1111	4.1667	59.7469	0.629630
37	3.1111	4.3333	57.9506	0.629630
37	3.1111	4.5000	56.0432	0.629630
37	3.1111	4.6667	54.0247	0.629630
37	3.1111	4.8333	51.8951	0.629630
37	3.1111	5.0000	49.6543	0.629630
37	3.1111	5.1667	47.3025	0.629630
37	3.1111	5.3333	44.8395	0.629630
37	3.1111	5.5000	42.2654	0.629630
37	3.1111	5.6667	39.5802	0.629630
37	3.1111	5.8333	36.7840	0.629630
37	3.1111	6.0000	33.8765	0.629630
37	3.3333	0.0000	67.5556	0.629630
37	3.3333	0.1667	68.6111	0.629630
37	3.3333	0.3333	69.5556	0.629630
37	3.3333	0.5000	70.3889	0.629630
37	3.3333	0.6667	71.1111	0.629630
37	3.3333	0.8333	71.7222	0.629630
37	3.3333	1.0000	72.2222	0.629630
37	3.3333	1.1667	72.6111	0.629630
37	3.3333	1.3333	72.8889	0.629630
37	3.3333	1.5000	73.0556	0.629630
37	3.3333	1.6667	73.1111	0.629630
37	3.3333	1.8333	73.0556	0.629630
37	3.3333	2.0000	72.8889	0.629630
37	3.3333	2.1667	72.6111	0.629630
37	3.3333	2.3333	72.2222	0.629630
37	3.3333	2.5000	71.7222	0.629630
37	3.3333	2.6667	71.1111	0.629630
37	3.3333	2.8333	70.3889	0.629630
37	3.3333	3.0000	69.5556	0.629630
37	3.3333	3.1667	68.6111	0.629630
37	3.3333	3.3333	67.5556	0.629630
37	3.3333	3.5000	66.3889	0.629630
37	3.3333	3.6667	65.1111	0.629630
37	3.3333	3.8333	63.7222	0.629630
37	3.3333	4.0000	62.2222	0.629630
37	3.3333	4.1667	60.6111	0.629630
37	3.3333	4.3333	58.8889	0.629630
37	3.3333	4.5000	57.0556	0.629630
37	3.3333	4.6667	55.1111	0.629630
37	3.3333	4.8333	53.0556	0.629630
37	3.3333	5.0000	50.8889	0.629630
37	3.3333	5.1667	48.6111	0.629630
37	3.3333	5.3333	46.2222	0.629630
37	3.3333	5.5000	43.7222	0.629630
37	3.3333	5.6667	41.1111	0.629630
37	3.3333	5.8333	38.3889	0.629630
37	3.3333	6.0000	35.5556	0.629630
37	3.5556	0.0000	66.4691	0.629630
37	3.5556	0.1667	67.5988	0.629630
37	3.5556	0.3333	68.6173	0.629630
37	3.5556	0.5000	69.5247	0.629630
37	3.5556	0.6667	70.3210	0.629630
37	3.5556	0.8333	71.0062	0.629630
37	3.5556	1.0000	71.5802	0.629630
37	3.5556	1.1667	72.0432	0.629630
37	3.5556	1.3333	72.3951	0.629630
37	3.5556	1.5000	72.6358	0.629630
37	3.5556	1.6667	72.7654	0.629630
37	3.5556	1.8333	72.7840	0.629630
37	3.5556	2.0000	72.6914	0.629630
37	3.5556	2.1667	72.4877	0.629630
37	3.5556	2.3333	72.1728	0.629630
37	3.5556	2.5000	71.7469	0.629630
37	3.5556	2.6667	71.2099	0.629630
37	3.5556	2.8333	70.5617	0.629630
37	3.5556	3.0000	69.8025	0.629630
37	3.5556	3.1667	68.9321	0.629630
37	3.5556	3.3333	67.9506	0.629630
37	3.5556	3.5000	66.8580	0.629630
37	3.5556	3.6667	65.6543	0.629630
37	3.5556	3.8333	64.3395	0.629630
37	3.5556	4.0000	62.9136	0.629630
37	3.5556	4.1667	61.3765	0.629630
37	3.5556	4.3333	59.7284	0.629630
37	3.5556	4.5000	57.9691	0.629630
37	3.5556	4.6667	56.0988	0.629630
37	3.5556	4.8333	54.1173	0.629630
37	3.5556	5.0000	52.0247	0.629630
37	3.5556	5.1667	49.8210	0.629630
37	3.5556	5.3333	47.5062	0.629630
37	3.5556	5.5000	45.0802	0.629630
37	3.5556	5.6667	42.5432	0.629630
37	3.5556	5.8333	39.8951	0.629630
37	3.5556	6.0000	37.1358	0.629630
37	3.7778	0.0000	65.2840	0.629630
37	3.7778	0.1667	66.4877	0.629630
37	3.7778	0.3333	67.5802	0.629630
37	3.7778	0.5000	68.5617	0.629630
37	3.7778	0.6667	69.4321	0.629630
37	3.7778	0.8333	70.1914	0.629630
37	3.7778	1.0000	70.8395	0.629630
37	3.7778	1.1667	71.3765	0.629630
37	3.7778	1.3333	71.8025	0.629630
37	3.7778	1.5000	72.1173	0.629630
37	3.7778	1.6667	72.3210	0.629630
37	3.7778	1.8333	72.4136	0.629630
37	3.7778	2.0000	72.3951	0.629630
37	3.7778	2.1667	72.2654	0.629630
37	3.7778	2.3333	72.0247	0.629630
37	3.7778	2.5000	71.6728	0.629630
37	3.7778	2.6667	71.2099	0.629630
37	3.7778	2.8333	70.6358	0.629630
37	3.7778	3.0000	69.9506	0.629630
37	3.7778	3.1667	69.1543	0.629630
37	3.7778	3.3333	68.2469	0.629630
37	3.7778	3.5000	67.2284	0.629630
37	3.7778	3.6667	66.0988	0.629630
37	3.7778	3.8333	64.8580	0.629630
37	3.7778	4.0000	63.5062	0.629630
37	3.7778	4.1667	62.0432	0.629630
37	3.7778	4.3333	60.4691	0.629630
37	3.7778	4.5000	58.7840	0.629630
37	3.7778	4.6667	56.9877	0.629630
37	3.7778	4.8333	55.0802	0.629630
37	3.7778	5.0000	53.0617	0.629630
37	3.7778	5.1667	50.9321	0.629630
37	3.7778	5.3333	48.6914	0.629630
37	3.7778	5.5000	46.3395	0.629630
37	3.7778	5.6667	43.8765	0.629630
37	3.7778	5.8333	41.3025	0.629630
37	3.7778	6.0000	38.6173	0.629630
37	4.0000	0.0000	64.0000	0.629630
37	4.0000	0.1667	65.2778	0.629630
37	4.0000	0.3333	66.4444	0.629630
37	4.0000	0.5000	67.5000	0.629630
37	4.0000	0.6667	68.4444	0.629630
37	4.0000	0.8333	69.2778	0.629630
37	4.0000	1.0000	70.0000	0.629630
37	4.0000	1.1667	70.6111	0.629630
37	4.0000	1.3333	71.1111	0.629630
37	4.0000	1.5000	71.5000	0.629630
37	4.0000	1.6667	71.7778	0.629630
37	4.0000	1.8333	71.9444	0.629630
37	4.0000	2.0000	72.0000	0.629630
37	4.0000	2.1667	71.9444	0.629630
37	4.0000	2.3333	71.7778	0.629630
37	4.0000	2.5000	71.5000	0.629630
37	4.0000	2.6667	71.1111	0.629630
37	4.0000	2.8333	70.6111	0.629630
37	4.0000	3.0000	70.0000	0.629630
37	4.0000	3.1667	69.2778	0.629630
37	4.0000	3.3333	68.4444	0.629630
37	4.0000	3.5000	67.5000	0.629630
37	4.0000	3.6667	66.4444	0.629630
37	4.0000	3.8333	65.2778	0.629630
37	4.0000	4.0000	64.0000	0.629630
37	4.0000	4.1667	62.6111	0.629630
37	4.0000	4.3333	61.1111	0.629630
37	4.0000	4.5000	59.5000	0.629630
37	4.0000	4.6667	57.7778	0.629630
37	4.0000	4.8333	55.9444	0.629630
37	4.0000	5.0000	54.0000	0.629630
37	4.0000	5.1667	51.9444	0.629630
37	4.0000	5.3333	49.7778	0.629630
37	4.0000	5.5000	47.5000	0.629630
37	4.0000	5.6667	45.1111	0.629630
37	4.0000	5.8333	42.6111	0.629630
37	4.0000	6.0000	40.0000	0.629630
37	4.2222	0.0000	62.6173	0.629630
37	4.2222	0.1667	63.9691	0.629630
37	4.2222	0.3333	65.2099	0.629630
37	4.2222	0.5000	66.3395	0.629630
37	4.2222	0.6667	67.3580	0.629630
37	4.2222	0.8333	68.2654	0.629630
37	4.2222	1.0000	69.0617	0.629630
37	4.2222	1.1667	69.7469	0.629630
37	4.2222	1.3333	70.3210	0.629630
37	4.2222	1.5000	70.7840	0.629630
37	4.2222	1.6667	71.1358	0.629630
37	4.2222	1.8333	71.3765	0.629630
37	4.2222	2.0000	71.5062	0.629630
37	4.2222	2.1667	71.5247	0.629630
37	4.2222	2.3333	71.4321	0.629630
37	4.2222	2.5000	71.2284	0.629630
37	4.2222	2.6667	70.9136	0.629630
37	4.2222	2.8333	70.4877	0.629630
37	4.2222	3.0000	69.9506	0.629630
37	4.2222	3.1667	69.3025	0.629630
37	4.2222	3.3333	68.5432	0.629630
37	4.2222	3.5000	67.6728	0.629630
37	4.2222	3.6667	66.6914	0.629630
37	4.2222	3.8333	65.5988	0.629630
37	4.2222	4.0000	64.3951	0.629630
37	4.2222	4.1667	63.0802	0.629630
37	4.2222	4.3333	61.6543	0.629630
37	4.2222	4.5000	60.1173	0.629630
37	4.2222	4.6667	58.4691	0.629630
37	4.2222	4.8333	56.7099	0.629630
37	4.2222	5.0000	54.8395	0.629630
37	4.2222	5.1667	52.8580	0.629630
37	4.2222	5.3333	50.7654	0.629630
37	4.2222	5.5000	48.5617	0.629630
37	4.2222	5.6667	46.2469	0.629630
37	4.2222	5.8333	43.8210	0.629630
37	4.2222	6.0000	41.2840	0.629630
37	4.4444	0.0000	61.1358	0.629630
37	4.4444	0.1667	62.5617	0.629630
37	4.4444	0.3333	63.8765	0.629630
37	4.4444	0.5000	65.0802	0.629630
37	4.4444	0.6667	66.1728	0.629630
37	4.4444	0.8333	67.1543	0.629630
37	4.4444	1.0000	68.0247	0.629630
37	4.4444	1.1667	68.7840	0.629630
37	4.4444	1.3333	69.4321	0.629630
37	4.4444	1.5000	69.9691	0.629630
37	4.4444	1.6667	70.3951	0.629630
37	4.4444	1.8333	70.7099	0.629630
37	4.4444	2.0000	70.9136	0.629630
37	4.4444	2.1667	71.0062	0.629630
37	4.4444	2.3333	70.9877	0.629630
37	4.4444	2.5000	70.8580	0.629630
37	4.4444	2.6667	70.6173	0.629630
37	4.4444	2.8333	70.2654	0.629630
37	4.4444	3.0000	69.8025	0.629630
37	4.4444	3.1667	69.2284	0.629630
37	4.4444	3.3333	68.5432	0.629630
37	4.4444	3.5000	67.7469	0.629630
37	4.4444	3.6667	66.8395	0.629630
37	4.4444	3.8333	65.8210	0.629630
37	4.4444	4.0000	64.6914	0.629630
37	4.4444	4.1667	63.4506	0.629630
37	4.4444	4.3333	62.0988	0.629630
37	4.4444	4.5000	60.6358	0.629630
37	4.4444	4.6667	59.0617	0.629630
37	4.4444	4.8333	57.3765	0.629630
37	4.4444	5.0000	55.5802	0.629630
37	4.4444	5.1667	53.6728	0.629630
37	4.4444	5.3333	51.6543	0.629630
37	4.4444	5.5000	49.5247	0.629630
37	4.4444	5.6667	47.2840	0.629630
37	4.4444	5.8333	44.9321	0.629630
37	4.4444	6.0000	42.4691	0.629630
37	4.6667	0.0000	59.5556	0.629630
37	4.6667	0.1667	61.0556	0.629630
37	4.6667	0.3333	62.4444	0.629630
37	4.6667	0.5000	63.7222	0.629630
37	4.6667	0.6667	64.8889	0.629630
37	4.6667	0.8333	65.9444	0.629630
37	4.6667	1.0000	66.8889	0.629630
37	4.6667	1.1667	67.7222	0.629630
37	4.6667	1.3333	68.4444	0.629630
37	4.6667	1.5000	69.0556	0.629630
37	4.6667	1.6667	69.5556	0.629630
37	4.6667	1.8333	69.9444	0.629630
37	4.6667	2.0000	70.2222	0.629630
37	4.6667	2.1667	70.3889	0.629630
37	4.6667	2.3333	70.4444	0.629630
37	4.6667	2.5000	70.3889	0.629630
37	4.6667	2.6667	70.2222	0.629630
37	4.6667	2.8333	69.9444	0.629630
37	4.6667	3.0000	69.5556	0.629630
37	4.6667	3.1667	69.0556	0.629630
37	4.6667	3.3333	68.4444	0.629630
37	4.6667	3.5000	67.7222	0.629630
37	4.6667	3.6667	66.8889	0.629630
37	4.6667	3.8333	65.9444	0.629630
37	4.6667	4.0000	64.8889	0.629630
37	4.6667	4.1667	63.7222	0.629630
37	4.6667	4.3333	62.4444	0.629630
37	4.6667	4.5000	61.0556	0.629630
37	4.6667	4.6667	59.5556	0.629630
37	4.6667	4.8333	57.9444	0.629630
37	4.6667	5.0000	56.2222	0.629630
37	4.6667	5.1667	54.3889	0.629630
37	4.6667	5.3333	52.4444	0.629630
37	4.6667	5.5000	50.3889	0.629630
37	4.6667	5.6667	48.2222	0.629630
37	4.6667	5.8333	45.9444	0.629630
37	4.6667	6.0000	43.5556	0.629630
37	4.8889	0.0000	57.8765	0.629630
37	4.8889	0.1667	59.4506	0.629630
37	4.8889	0.3333	60.9136	0.629630
37	4.8889	0.5000	62.2654	0.629630
37	4.8889	0.6667	63.5062	0.629630
37	4.8889	0.8333	64.6358	0.629630
37	4.8889	1.0000	65.6543	0.629630
37	4.8889	1.1667	66.5617	0.629630
37	4.8889	1.3333	67.3580	0.629630
37	4.8889	1.5000	68.0432	0.629630
37	4.8889	1.6667	68.6173	0.629630
37	4.8889	1.8333	69.0802	0.629630
37	4.8889	2.0000	69.4321	0.629630
37	4.8889	2.1667	69.6728	0.629630
37	4.8889	2.3333	69.8025	0.629630
37	4.8889	2.5000	69.8210	0.629630
37	4.8889	2.6667	69.7284	0.629630
37	4.8889	2.8333	69.5247	0.629630
37	4.8889	3.0000	69.2099	0.629630
37	4.8889	3.1667	68.7840	0.629630
37	4.8889	3.3333	68.2469	0.629630
37	4.8889	3.5000	67.5988	0.629630
37	4.8889	3.6667	66.8395	0.629630
37	4.8889	3.8333	65.9691	0.629630
37	4.8889	4.0000	64.9877	0.629630
37	4.8889	4.1667	63.8951	0.629630
37	4.8889	4.3333	62.6914	0.629630
37	4.8889	4.5000	61.3765	0.629630
37	4.8889	4.6667	59.9506	0.629630
37	4.8889	4.8333	58.4136	0.629630
37	4.8889	5.0000	56.7654	0.629630
37	4.8889	5.1667	55.0062	0.629630
37	4.8889	5.3333	53.1358	0.629630
37	4.8889	5.5000	51.1543	0.629630
37	4.8889	5.6667	49.0617	0.629630
37	4.8889	5.8333	46.8580	0.629630
37	4.8889	6.0000	44.5432	0.629630
37	5.1111	0.0000	56.0988	0.629630
37	5.1111	0.1667	57.7469	0.629630
37	5.1111	0.3333	59.2840	0.629630
37	5.1111	0.5000	60.7099	0.629630
37	5.1111	0.6667	62.0247	0.629630
37	5.1111	0.8333	63.2284	0.629630
37	5.1111	1.0000	64.3210	0.629630
37	5.1111	1.1667	65.3025	0.629630
37	5.1111	1.3333	66.1728	0.629630
37	5.1111	1.5000	66.9321	0.629630
37	5.1111	1.6667	67.5802	0.629630
37	5.1111	1.8333	68.1173	0.629630
37	5.1111	2.0000	68.5432	0.629630
37	5.1111	2.1667	68.8580	0.629630
37	5.1111	2.3333	69.0617	0.629630
37	5.1111	2.5000	69.1543	0.629630
37	5.1111	2.6667	69.1358	0.629630
37	5.1111	2.8333	69.0062	0.629630
37	5.1111	3.0000	68.7654	0.629630
37	5.1111	3.1667	68.4136	0.629630
37	5.1111	3.3333	67.9506	0.629630
37	5.1111	3.5000	67.3765	0.629630
37	5.1111	3.6667	66.6914	0.629630
37	5.1111	3.8333	65.8951	0.629630
37	5.1111	4.0000	64.9877	0.629630
37	5.1111	4.1667	63.9691	0.629630
37	5.1111	4.3333	62.8395	0.629630
37	5.1111	4.5000	61.5988	0.629630
37	5.1111	4.6667	60.2469	0.629630
37	5.1111	4.8333	58.7840	0.629630
37	5.1111	5.0000	57.2099	0.629630
37	5.1111	5.1667	55.5247	0.629630
37	5.1111	5.3333	53.7284	0.629630
37	5.1111	5.5000	51.8210	0.629630
37	5.1111	5.6667	49.8025	0.629630
37	5.1111	5.8333	47.6728	0.629630
37	5.1111	6.0000	45.4321	0.629630
37	5.3333	0.0000	54.2222	0.629630
37	5.3333	0.1667	55.9444	0.629630
37	5.3333	0.3333	57.5556	0.629630
37	5.3333	0.5000	59.0556	0.629630
37	5.3333	0.6667	60.4444	0.629630
37	5.3333	0.8333	61.7222	0.629630
37	5.3333	1.0000	62.8889	0.629630
37	5.3333	1.1667	63.9444	0.629630
37	5.3333	1.3333	64.8889	0.629630
37	5.3333	1.5000	65.7222	0.629630
37	5.3333	1.6667	66.4444	0.629630
37	5.3333	1.8333	67.0556	0.629630
37	5.3333	2.0000	67.5556	0.629630
37	5.3333	2.1667	67.9444	0.629630
37	5.3333	2.3333	68.2222	0.629630
37	5.3333	2.5000	68.3889	0.629630
37	5.3333	2.6667	68.4444	0.629630
37	5.3333	2.8333	68.3889	0.629630
37	5.3333	3.0000	68.2222	0.629630
37	5.3333	3.1667	67.9444	0.629630
37	5.3333	3.3333	67.5556	0.629630
37	5.3333	3.5000	67.0556	0.629630
37	5.3333	3.6667	66.4444	0.629630
37	5.3333	3.8333	65.7222	0.629630
37	5.3333	4.0000	64.8889	0.629630
37	5.3333	4.1667	63.9444	0.629630
37	5.3333	4.3333	62.8889	0.629630
37	5.3333	4.5000	61.7222	0.629630
37	5.3333	4.6667	60.4444	0.629630
37	5.3333	4.8333	59.0556	0.629630
37	5.3333	5.0000	57.5556	0.629630
37	5.3333	5.1667	55.9444	0.629630
37	5.3333	5.3333	54.2222	0.629630
37	5.3333	5.5000	52.3889	0.629630
37	5.3333	5.6667	50.4444	0.629630
37	5.3333	5.8333	48.3889	0.629630
37	5.3333	6.0000	46.2222	0.629630
37	5.5556	0.0000	52.2469	0.629630
37	5.5556	0.1667	54.0432	0.629630
37	5.5556	0.3333	55.7284	0.629630
37	5.5556	0.5000	57.3025	0.629630
37	5.5556	0.6667	58.7654	0.629630
37	5.5556	0.8333	60.1173	0.629630
37	5.5556	1.0000	61.3580	0.629630
37	5.5556	1.1667	62.4877	0.629630
37	5.5556	1.3333	63.5062	0.629630
37	5.5556	1.5000	64.4136	0.629630
37	5.5556	1.6667	65.2099	0.629630
37	5.5556	1.8333	65.8951	0.629630
37	5.5556	2.0000	66.4691	0.629630
37	5.5556	2.1667	66.9321	0.629630
37	5.5556	2.3333	67.2840	0.629630
37	5.5556	2.5000	67.5247	0.629630
37	5.5556	2.6667	67.6543	0.629630
37	5.5556	2.8333	67.6728	0.629630
37	5.5556	3.0000	67.5802	0.629630
37	5.5556	3.1667	67.3765	0.629630
37	5.5556	3.3333	67.0617	0.629630
37	5.5556	3.5000	66.6358	0.629630
37	5.5556	3.6667	66.0988	0.629630
37	5.5556	3.8333	65.4506	0.629630
37	5.5556	4.0000	64.6914	0.629630
37	5.5556	4.1667	63.8210	0.629630
37	5.5556	4.3333	62.8395	0.629630
37	5.5556	4.5000	61.7469	0.629630
37	5.5556	4.6667	60.5432	0.629630
37	5.5556	4.8333	59.2284	0.629630
37	5.5556	5.0000	57.8025	0.629630
37	5.5556	5.1667	56.2654	0.629630
37	5.5556	5.3333	54.6173	0.629630
37	5.5556	5.5000	52.8580	0.629630
37	5.5556	5.6667	50.9877	0.629630
37	5.5556	5.8333	49.0062	0.629630
37	5.5556	6.0000	46.9136	0.629630
37	5.7778	0.0000	50.1728	0.629630
37	5.7778	0.1667	52.0432	0.629630
37	5.7778	0.3333	53.8025	0.629630
37	5.7778	0.5000	55.4506	0.629630
37	5.7778	0.6667	56.9877	0.629630
37	5.7778	0.8333	58.4136	0.629630
37	5.7778	1.0000	59.7284	0.629630
37	5.7778	1.1667	60.9321	0.629630
37	5.7778	1.3333	62.0247	0.629630
37	5.7778	1.5000	63.0062	0.629630
37	5.7778	1.6667	63.8765	0.629630
37	5.7778	1.8333	64.6358	0.629630
37	5.7778	2.0000	65.2840	0.629630
37	5.7778	2.1667	65.8210	0.629630
37	5.7778	2.3333	66.2469	0.629630
37	5.7778	2.5000	66.5617	0.629630
37	5.7778	2.6667	66.7654	0.629630
37	5.7778	2.8333	66.8580	0.629630
37	5.7778	3.0000	66.8395	0.629630
37	5.7778	3.1667	66.7099	0.629630
37	5.7778	3.3333	66.4691	0.629630
37	5.7778	3.5000	66.1173	0.629630
37	5.7778	3.6667	65.6543	0.629630
37	5.7778	3.8333	65.0802	0.629630
37	5.7778	4.0000	64.3951	0.629630
37	5.7778	4.1667	63.5988	0.629630
37	5.7778	4.3333	62.6914	0.629630
37	5.7778	4.5000	61.6728	0.629630
37	5.7778	4.6667	60.5432	0.629630
37	5.7778	4.8333	59.3025	0.629630
37	5.7778	5.0000	57.9506	0.629630
37	5.7778	5.1667	56.4877	0.629630
37	5.7778	5.3333	54.9136	0.629630
37	5.7778	5.5000	53.2284	0.629630
37	5.7778	5.6667	51.4321	0.629630
37	5.7778	5.8333	49.5247	0.629630
37	5.7778	6.0000	47.5062	0.629630
37	6.0000	0.0000	48.0000	0.629630
37	6.0000	0.1667	49.9444	0.629630
37	6.0000	0.3333	51.7778	0.629630
37	6.0000	0.5000	53.5000	0.629630
37	6.0000	0.6667	55.1111	0.629630
37	6.0000	0.8333	56.6111	0.629630
37	6.0000	1.0000	58.0000	0.629630
37	6.0000	1.1667	59.2778	0.629630
37	6.0000	1.3333	60.4444	0.629630
37	6.0000	1.5000	61.5000	0.629630
37	6.0000	1.6667	62.4444	0.629630
37	6.0000	1.8333	63.2778	0.629630
37	6.0000	2.0000	64.0000	0.629630
37	6.0000	2.1667	64.6111	0.629630
37	6.0000	2.3333	65.1111	0.629630
37	6.0000	2.5000	65.5000	0.629630
37	6.0000	2.6667	65.7778	0.629630
37	6.0000	2.8333	65.9444	0.629630
37	6.0000	3.0000	66.0000	0.629630
37	6.0000	3.1667	65.9444	0.629630
37	6.0000	3.3333	65.7778	0.629630
37	6.0000	3.5000	65.5000	0.629630
37	6.0000	3.6667	65.1111	0.629630
37	6.0000	3.8333	64.6111	0.629630
37	6.0000	4.0000	64.0000	0.629630
37	6.0000	4.1667	63.2778	0.629630
37	6.0000	4.3333	62.4444	0.629630
37	6.0000	4.5000	61.5000	0.629630
37	6.0000	4.6667	60.4444	0.629630
37	6.0000	4.8333	59.2778	0.629630
37	6.0000	5.0000	58.0000	0.629630
37	6.0000	5.1667	56.6111	0.629630
37	6.0000	5.3333	55.1111	0.629630
37	6.0000	5.5000	53.5000	0.629630
37	6.0000	5.6667	51.7778	0.629630
37	6.0000	5.8333	49.9444	0.629630
37	6.0000	6.0000	48.0000	0.629630
37	6.2222	0.0000	45.7284	0.629630
37	6.2222	0.1667	47.7469	0.629630
37	6.2222	0.3333	49.6543	0.629630
37	6.2222	0.5000	51.4506	0.629630
37	6.2222	0.6667	53.1358	0.629630
37	6.2222	0.8333	54.7099	0.629630
37	6.2222	1.0000	56.1728	0.629630
37	6.2222	1.1667	57.5247	0.629630
37	6.2222	1.3333	58.7654	0.629630
37	6.2222	1.5000	59.8951	0.629630
37	6.2222	1.6667	60.9136	0.629630
37	6.2222	1.8333	61.8210	0.629630
37	6.2222	2.0000	62.6173	0.629630
37	6.2222	2.1667	63.3025	0.629630
37	6.2222	2.3333	63.8765	0.629630
37	6.2222	2.5000	64.3395	0.629630
37	6.2222	2.6667	64.6914	0.629630
37	6.2222	2.8333	64.9321	0.629630
37	6.2222	3.0000	65.0617	0.629630
37	6.2222	3.1667	65.0802	0.629630
37	6.2222	3.3333	64.9877	0.629630
37	6.2222	3.5000	64.7840	0.629630
37	6.2222	3.6667	64.4691	0.629630
37	6.2222	3.8333	64.0432	0.629630
37	6.2222	4.0000	63.5062	0.629630
37	6.2222	4.1667	62.8580	0.629630
37	6.2222	4.3333	62.0988	0.629630
37	6.2222	4.5000	61.2284	0.629630
37	6.2222	4.6667	60.2469	0.629630
37	6.2222	4.8333	59.1543	0.629630
37	6.2222	5.0000	57.9506	0.629630
37	6.2222	5.1667	56.6358	0.629630
37	6.2222	5.3333	55.2099	0.629630
37	6.2222	5.5000	53.6728	0.629630
37	6.2222	5.6667	52.0247	0.629630
37	6.2222	5.8333	50.2654	0.629630
37	6.2222	6.0000	48.3951	0.629630
37	6.4444	0.0000	43.3580	0.629630
37	6.4444	0.1667	45.4506	0.629630
37	6.4444	0.3333	47.4321	0.629630
37	6.4444	0.5000	49.3025	0.629630
37	6.4444	0.6667	51.0617	0.629630
37	6.4444	0.8333	52.7099	0.629630
37	6.4444	1.0000	54.2469	0.629630
37	6.4444	1.1667	55.6728	0.629630
37	6.4444	1.3333	56.9877	0.629630
37	6.4444	1.5000	58.1914	0.629630
37	6.4444	1.6667	59.2840	0.629630
37	6.4444	1.8333	60.2654	0.629630
37	6.4444	2.0000	61.1358	0.629630
37	6.4444	2.1667	61.8951	0.629630
37	6.4444	2.3333	62.5432	0.629630
37	6.4444	2.5000	63.0802	0.629630
37	6.4444	2.6667	63.5062	0.629630
37	6.4444	2.8333	63.8210	0.629630
37	6.4444	3.0000	64.0247	0.629630
37	6.4444	3.1667	64.1173	0.629630
37	6.4444	3.3333	64.0988	0.629630
37	6.4444	3.5000	63.9691	0.629630
37	6.4444	3.6667	63.7284	0.629630
37	6.4444	3.8333	63.3765	0.629630
37	6.4444	4.0000	62.9136	0.629630
37	6.4444	4.1667	62.3395	0.629630
37	6.4444	4.3333	61.6543	0.629630
37	6.4444	4.5000	60.8580	0.629630
37	6.4444	4.6667	59.9506	0.629630
37	6.4444	4.8333	58.9321	0.629630
37	6.4444	5.0000	57.8025	0.629630
37	6.4444	5.1667	56.5617	0.629630
37	6.4444	5.3333	55.2099	0.629630
37	6.4444	5.5000	53.7469	0.629630
37	6.4444	5.6667	52.1728	0.629630
37	6.4444	5.8333	50.4877	0.629630
37	6.4444	6.0000	48.6914	0.629630
37	6.6667	0.0000	40.8889	0.629630
37	6.6667	0.1667	43.0556	0.629630
37	6.6667	0.3333	45.1111	0.629630
37	6.6667	0.5000	47.0556	0.629630
37	6.6667	0.6667	48.8889	0.629630
37	6.6667	0.8333	50.6111	0.629630
37	6.6667	1.0000	52.2222	0.629630
37	6.6667	1.1667	53.7222	0.629630
37	6.6667	1.3333	55.1111	0.629630
37	6.6667	1.5000	56.3889	0.629630
37	6.6667	1.6667	57.5556	0.629630
37	6.6667	1.8333	58.6111	0.629630
37	6.6667	2.0000	59.5556	0.629630
37	6.6667	2.1667	60.3889	0.629630
37	6.6667	2.3333	61.1111	0.629630
37	6.6667	2.5000	61.7222	0.629630
37	6.6667	2.6667	62.2222	0.629630
37	6.6667	2.8333	62.6111	0.629630
37	6.6667	3.0000	62.8889	0.629630
37	6.6667	3.1667	63.0556	0.629630
37	6.6667	3.3333	63.1111	0.629630
37	6.6667	3.5000	63.0556	0.629630
37	6.6667	3.6667	62.8889	0.629630
37	6.6667	3.8333	62.6111	0.629630
37	6.6667	4.0000	62.2222	0.629630
37	6.6667	4.1667	61.7222	0.629630
37	6.6667	4.3333	61.1111	0.629630
37	6.6667	4.5000	60.3889	0.629630
37	6.6667	4.6667	59.5556	0.629630
37	6.6667	4.8333	58.6111	0.629630
37	6.6667	5.0000	57.5556	0.629630
37	6.6667	5.1667	56.3889	0.629630
37	6.6667	5.3333	55.1111	0.629630
37	6.6667	5.5000	53.7222	0.629630
37	6.6667	5.6667	52.2222	0.629630
37	6.6667	5.8333	50.6111	0.629630
37	6.6667	6.0000	48.8889	0.629630
37	6.8889	0.0000	38.3210	0.629630
37	6.8889	0.1667	40.5617	0.629630
37	6.8889	0.3333	42.6914	0.629630
37	6.8889	0.5000	44.7099	0.629630
37	6.8889	0.6667	46.6173	0.629630
37	6.8889	0.8333	48.4136	0.629630
37	6.8889	1.0000	50.0988	0.629630
37	6.8889	1.1667	51.6728	0.629630
37	6.8889	1.3333	53.1358	0.629630
37	6.8889	1.5000	54.4877	0.629630
37	6.8889	1.6667	55.7284	0.629630
37	6.8889	1.8333	56.8580	0.629630
37	6.8889	2.0000	57.8765	0.629630
37	6.8889	2.1667	58.7840	0.629630
37	6.8889	2.3333	59.5802	0.629630
