n	x	y	T(x,y)	Erro_Absoluto
31	1.0667	0.0000	72.9956	0.755556
31	1.0667	0.2000	73.3422	0.755556
31	1.0667	0.4000	73.5289	0.755556
31	1.0667	0.6000	73.5556	0.755556
31	1.0667	0.8000	73.4222	0.755556
31	1.0667	1.0000	73.1289	0.755556
31	1.0667	1.2000	72.6756	0.755556
31	1.0667	1.4000	72.0622	0.755556
31	1.0667	1.6000	71.2889	0.755556
31	1.0667	1.8000	70.3556	0.755556
31	1.0667	2.0000	69.2622	0.755556
31	1.0667	2.2000	68.0089	0.755556
31	1.0667	2.4000	66.5956	0.755556
31	1.0667	2.6000	65.0222	0.755556
31	1.0667	2.8000	63.2889	0.755556
31	1.0667	3.0000	61.3956	0.755556
31	1.0667	3.2000	59.3422	0.755556
31	1.0667	3.4000	57.1289	0.755556
31	1.0667	3.6000	54.7556	0.755556
31	1.0667	3.8000	52.2222	0.755556
31	1.0667	4.0000	49.5289	0.755556
31	1.0667	4.2000	46.6756	0.755556
31	1.0667	4.4000	43.6622	0.755556
31	1.0667	4.6000	40.4889	0.755556
31	1.0667	4.8000	37.1556	0.755556
31	1.0667	5.0000	33.6622	0.755556
31	1.0667	5.2000	30.0089	0.755556
31	1.0667	5.4000	26.1956	0.755556
31	1.0667	5.6000	22.2222	0.755556
31	1.0667	5.8000	18.0889	0.755556
31	1.0667	6.0000	13.7956	0.755556
31	1.3333	0.0000	72.8889	0.755556
31	1.3333	0.2000	73.3422	0.755556
31	1.3333	0.4000	73.6356	0.755556
31	1.3333	0.6000	73.7689	0.755556
31	1.3333	0.8000	73.7422	0.755556
31	1.3333	1.0000	73.5556	0.755556
31	1.3333	1.2000	73.2089	0.755556
31	1.3333	1.4000	72.7022	0.755556
31	1.3333	1.6000	72.0356	0.755556
31	1.3333	1.8000	71.2089	0.755556
31	1.3333	2.0000	70.2222	0.755556
31	1.3333	2.2000	69.0756	0.755556
31	1.3333	2.4000	67.7689	0.755556
31	1.3333	2.6000	66.3022	0.755556
31	1.3333	2.8000	64.6756	0.755556
31	1.3333	3.0000	62.8889	0.755556
31	1.3333	3.2000	60.9422	0.755556
31	1.3333	3.4000	58.8356	0.755556
31	1.3333	3.6000	56.5689	0.755556
31	1.3333	3.8000	54.1422	0.755556
31	1.3333	4.0000	51.5556	0.755556
31	1.3333	4.2000	48.8089	0.755556
31	1.3333	4.4000	45.9022	0.755556
31	1.3333	4.6000	42.8356	0.755556
31	1.3333	4.8000	39.6089	0.755556
31	1.3333	5.0000	36.2222	0.755556
31	1.3333	5.2000	32.6756	0.755556
31	1.3333	5.4000	28.9689	0.755556
31	1.3333	5.6000	25.1022	0.755556
31	1.3333	5.8000	21.0756	0.755556
31	1.3333	6.0000	16.8889	0.755556
31	1.6000	0.0000	72.6400	0.755556
31	1.6000	0.2000	73.2000	0.755556
31	1.6000	0.4000	73.6000	0.755556
31	1.6000	0.6000	73.8400	0.755556
31	1.6000	0.8000	73.9200	0.755556
31	1.6000	1.0000	73.8400	0.755556
31	1.6000	1.2000	73.6000	0.755556
31	1.6000	1.4000	73.2000	0.755556
31	1.6000	1.6000	72.6400	0.755556
31	1.6000	1.8000	71.9200	0.755556
31	1.6000	2.0000	71.0400	0.755556
31	1.6000	2.2000	70.0000	0.755556
31	1.6000	2.4000	68.8000	0.755556
31	1.6000	2.6000	67.4400	0.755556
31	1.6000	2.8000	65.9200	0.755556
31	1.6000	3.0000	64.2400	0.755556
31	1.6000	3.2000	62.4000	0.755556
31	1.6000	3.4000	60.4000	0.755556
31	1.6000	3.6000	58.2400	0.755556
31	1.6000	3.8000	55.9200	0.755556
31	1.6000	4.0000	53.4400	0.755556
31	1.6000	4.2000	50.8000	0.755556
31	1.6000	4.4000	48.0000	0.755556
31	1.6000	4.6000	45.0400	0.755556
31	1.6000	4.8000	41.9200	0.755556
31	1.6000	5.0000	38.6400	0.755556
31	1.6000	5.2000	35.2000	0.755556
31	1.6000	5.4000	31.6000	0.755556
31	1.6000	5.6000	27.8400	0.755556
31	1.6000	5.8000	23.9200	0.755556
31	1.6000	6.0000	19.8400	0.755556
31	1.8667	0.0000	72.2489	0.755556
31	1.8667	0.2000	72.9156	0.755556
31	1.8667	0.4000	73.4222	0.755556
31	1.8667	0.6000	73.7689	0.755556
31	1.8667	0.8000	73.9556	0.755556
31	1.8667	1.0000	73.9822	0.755556
31	1.8667	1.2000	73.8489	0.755556
31	1.8667	1.4000	73.5556	0.755556
31	1.8667	1.6000	73.1022	0.755556
31	1.8667	1.8000	72.4889	0.755556
31	1.8667	2.0000	71.7156	0.755556
31	1.8667	2.2000	70.7822	0.755556
31	1.8667	2.4000	69.6889	0.755556
31	1.8667	2.6000	68.4356	0.755556
31	1.8667	2.8000	67.0222	0.755556
31	1.8667	3.0000	65.4489	0.755556
31	1.8667	3.2000	63.7156	0.755556
31	1.8667	3.4000	61.8222	0.755556
31	1.8667	3.6000	59.7689	0.755556
31	1.8667	3.8000	57.5556	0.755556
31	1.8667	4.0000	55.1822	0.755556
31	1.8667	4.2000	52.6489	0.755556
31	1.8667	4.4000	49.9556	0.755556
31	1.8667	4.6000	47.1022	0.755556
31	1.8667	4.8000	44.0889	0.755556
31	1.8667	5.0000	40.9156	0.755556
31	1.8667	5.2000	37.5822	0.755556
31	1.8667	5.4000	34.0889	0.755556
31	1.8667	5.6000	30.4356	0.755556
31	1.8667	5.8000	26.6222	0.755556
31	1.8667	6.0000	22.6489	0.755556
31	2.1333	0.0000	71.7156	0.755556
31	2.1333	0.2000	72.4889	0.755556
31	2.1333	0.4000	73.1022	0.755556
31	2.1333	0.6000	73.5556	0.755556
31	2.1333	0.8000	73.8489	0.755556
31	2.1333	1.0000	73.9822	0.755556
31	2.1333	1.2000	73.9556	0.755556
31	2.1333	1.4000	73.7689	0.755556
31	2.1333	1.6000	73.4222	0.755556
31	2.1333	1.8000	72.9156	0.755556
31	2.1333	2.0000	72.2489	0.755556
31	2.1333	2.2000	71.4222	0.755556
31	2.1333	2.4000	70.4356	0.755556
31	2.1333	2.6000	69.2889	0.755556
31	2.1333	2.8000	67.9822	0.755556
31	2.1333	3.0000	66.5156	0.755556
31	2.1333	3.2000	64.8889	0.755556
31	2.1333	3.4000	63.1022	0.755556
31	2.1333	3.6000	61.1556	0.755556
31	2.1333	3.8000	59.0489	0.755556
31	2.1333	4.0000	56.7822	0.755556
31	2.1333	4.2000	54.3556	0.755556
31	2.1333	4.4000	51.7689	0.755556
31	2.1333	4.6000	49.0222	0.755556
31	2.1333	4.8000	46.1156	0.755556
31	2.1333	5.0000	43.0489	0.755556
31	2.1333	5.2000	39.8222	0.755556
31	2.1333	5.4000	36.4356	0.755556
31	2.1333	5.6000	32.8889	0.755556
31	2.1333	5.8000	29.1822	0.755556
31	2.1333	6.0000	25.3156	0.755556
31	2.4000	0.0000	71.0400	0.755556
31	2.4000	0.2000	71.9200	0.755556
31	2.4000	0.4000	72.6400	0.755556
31	2.4000	0.6000	73.2000	0.755556
31	2.4000	0.8000	73.6000	0.755556
31	2.4000	1.0000	73.8400	0.755556
31	2.4000	1.2000	73.9200	0.755556
31	2.4000	1.4000	73.8400	0.755556
31	2.4000	1.6000	73.6000	0.755556
31	2.4000	1.8000	73.2000	0.755556
31	2.4000	2.0000	72.6400	0.755556
31	2.4000	2.2000	71.9200	0.755556
31	2.4000	2.4000	71.0400	0.755556
31	2.4000	2.6000	70.0000	0.755556
31	2.4000	2.8000	68.8000	0.755556
31	2.4000	3.0000	67.4400	0.755556
31	2.4000	3.2000	65.9200	0.755556
31	2.4000	3.4000	64.2400	0.755556
31	2.4000	3.6000	62.4000	0.755556
31	2.4000	3.8000	60.4000	0.755556
31	2.4000	4.0000	58.2400	0.755556
31	2.4000	4.2000	55.9200	0.755556
31	2.4000	4.4000	53.4400	0.755556
31	2.4000	4.6000	50.8000	0.755556
31	2.4000	4.8000	48.0000	0.755556
31	2.4000	5.0000	45.0400	0.755556
31	2.4000	5.2000	41.9200	0.755556
31	2.4000	5.4000	38.6400	0.755556
31	2.4000	5.6000	35.2000	0.755556
31	2.4000	5.8000	31.6000	0.755556
31	2.4000	6.0000	27.8400	0.755556
31	2.6667	0.0000	70.2222	0.755556
31	2.6667	0.2000	71.2089	0.755556
31	2.6667	0.4000	72.0356	0.755556
31	2.6667	0.6000	72.7022	0.755556
31	2.6667	0.8000	73.2089	0.755556
31	2.6667	1.0000	73.5556	0.755556
31	2.6667	1.2000	73.7422	0.755556
31	2.6667	1.4000	73.7689	0.755556
31	2.6667	1.6000	73.6356	0.755556
31	2.6667	1.8000	73.3422	0.755556
31	2.6667	2.0000	72.8889	0.755556
31	2.6667	2.2000	72.2756	0.755556
31	2.6667	2.4000	71.5022	0.755556
31	2.6667	2.6000	70.5689	0.755556
31	2.6667	2.8000	69.4756	0.755556
31	2.6667	3.0000	68.2222	0.755556
31	2.6667	3.2000	66.8089	0.755556
31	2.6667	3.4000	65.2356	0.755556
31	2.6667	3.6000	63.5022	0.755556
31	2.6667	3.8000	61.6089	0.755556
31	2.6667	4.0000	59.5556	0.755556
31	2.6667	4.2000	57.3422	0.755556
31	2.6667	4.4000	54.9689	0.755556
31	2.6667	4.6000	52.4356	0.755556
31	2.6667	4.8000	49.7422	0.755556
31	2.6667	5.0000	46.8889	0.755556
31	2.6667	5.2000	43.8756	0.755556
31	2.6667	5.4000	40.7022	0.755556
31	2.6667	5.6000	37.3689	0.755556
31	2.6667	5.8000	33.8756	0.755556
31	2.6667	6.0000	30.2222	0.755556
31	2.9333	0.0000	69.2622	0.755556
31	2.9333	0.2000	70.3556	0.755556
31	2.9333	0.4000	71.2889	0.755556
31	2.9333	0.6000	72.0622	0.755556
31	2.9333	0.8000	72.6756	0.755556
31	2.9333	1.0000	73.1289	0.755556
31	2.9333	1.2000	73.4222	0.755556
31	2.9333	1.4000	73.5556	0.755556
31	2.9333	1.6000	73.5289	0.755556
31	2.9333	1.8000	73.3422	0.755556
31	2.9333	2.0000	72.9956	0.755556
31	2.9333	2.2000	72.4889	0.755556
31	2.9333	2.4000	71.8222	0.755556
31	2.9333	2.6000	70.9956	0.755556
31	2.9333	2.8000	70.0089	0.755556
31	2.9333	3.0000	68.8622	0.755556
31	2.9333	3.2000	67.5556	0.755556
31	2.9333	3.4000	66.0889	0.755556
31	2.9333	3.6000	64.4622	0.755556
31	2.9333	3.8000	62.6756	0.755556
31	2.9333	4.0000	60.7289	0.755556
31	2.9333	4.2000	58.6222	0.755556
31	2.9333	4.4000	56.3556	0.755556
31	2.9333	4.6000	53.9289	0.755556
31	2.9333	4.8000	51.3422	0.755556
31	2.9333	5.0000	48.5956	0.755556
31	2.9333	5.2000	45.6889	0.755556
31	2.9333	5.4000	42.6222	0.755556
31	2.9333	5.6000	39.3956	0.755556
31	2.9333	5.8000	36.0089	0.755556
31	2.9333	6.0000	32.4622	0.755556
31	3.2000	0.0000	68.1600	0.755556
31	3.2000	0.2000	69.3600	0.755556
31	3.2000	0.4000	70.4000	0.755556
31	3.2000	0.6000	71.2800	0.755556
31	3.2000	0.8000	72.0000	0.755556
31	3.2000	1.0000	72.5600	0.755556
31	3.2000	1.2000	72.9600	0.755556
31	3.2000	1.4000	73.2000	0.755556
31	3.2000	1.6000	73.2800	0.755556
31	3.2000	1.8000	73.2000	0.755556
31	3.2000	2.0000	72.9600	0.755556
31	3.2000	2.2000	72.5600	0.755556
31	3.2000	2.4000	72.0000	0.755556
31	3.2000	2.6000	71.2800	0.755556
31	3.2000	2.8000	70.4000	0.755556
31	3.2000	3.0000	69.3600	0.755556
31	3.2000	3.2000	68.1600	0.755556
31	3.2000	3.4000	66.8000	0.755556
31	3.2000	3.6000	65.2800	0.755556
31	3.2000	3.8000	63.6000	0.755556
31	3.2000	4.0000	61.7600	0.755556
31	3.2000	4.2000	59.7600	0.755556
31	3.2000	4.4000	57.6000	0.755556
31	3.2000	4.6000	55.2800	0.755556
31	3.2000	4.8000	52.8000	0.755556
31	3.2000	5.0000	50.1600	0.755556
31	3.2000	5.2000	47.3600	0.755556
31	3.2000	5.4000	44.4000	0.755556
31	3.2000	5.6000	41.2800	0.755556
31	3.2000	5.8000	38.0000	0.755556
31	3.2000	6.0000	34.5600	0.755556
31	3.4667	0.0000	66.9156	0.755556
31	3.4667	0.2000	68.2222	0.755556
31	3.4667	0.4000	69.3689	0.755556
31	3.4667	0.6000	70.3556	0.755556
31	3.4667	0.8000	71.1822	0.755556
31	3.4667	1.0000	71.8489	0.755556
31	3.4667	1.2000	72.3556	0.755556
31	3.4667	1.4000	72.7022	0.755556
31	3.4667	1.6000	72.8889	0.755556
31	3.4667	1.8000	72.9156	0.755556
31	3.4667	2.0000	72.7822	0.755556
31	3.4667	2.2000	72.4889	0.755556
31	3.4667	2.4000	72.0356	0.755556
31	3.4667	2.6000	71.4222	0.755556
31	3.4667	2.8000	70.6489	0.755556
31	3.4667	3.0000	69.7156	0.755556
31	3.4667	3.2000	68.6222	0.755556
31	3.4667	3.4000	67.3689	0.755556
31	3.4667	3.6000	65.9556	0.755556
31	3.4667	3.8000	64.3822	0.755556
31	3.4667	4.0000	62.6489	0.755556
31	3.4667	4.2000	60.7556	0.755556
31	3.4667	4.4000	58.7022	0.755556
31	3.4667	4.6000	56.4889	0.755556
31	3.4667	4.8000	54.1156	0.755556
31	3.4667	5.0000	51.5822	0.755556
31	3.4667	5.2000	48.8889	0.755556
31	3.4667	5.4000	46.0356	0.755556
31	3.4667	5.6000	43.0222	0.755556
31	3.4667	5.8000	39.8489	0.755556
31	3.4667	6.0000	36.5156	0.755556
31	3.7333	0.0000	65.5289	0.755556
31	3.7333	0.2000	66.9422	0.755556
31	3.7333	0.4000	68.1956	0.755556
31	3.7333	0.6000	69.2889	0.755556
31	3.7333	0.8000	70.2222	0.755556
31	3.7333	1.0000	70.9956	0.755556
31	3.7333	1.2000	71.6089	0.755556
31	3.7333	1.4000	72.0622	0.755556
31	3.7333	1.6000	72.3556	0.755556
31	3.7333	1.8000	72.4889	0.755556
31	3.7333	2.0000	72.4622	0.755556
31	3.7333	2.2000	72.2756	0.755556
31	3.7333	2.4000	71.9289	0.755556
31	3.7333	2.6000	71.4222	0.755556
31	3.7333	2.8000	70.7556	0.755556
31	3.7333	3.0000	69.9289	0.755556
31	3.7333	3.2000	68.9422	0.755556
31	3.7333	3.4000	67.7956	0.755556
31	3.7333	3.6000	66.4889	0.755556
31	3.7333	3.8000	65.0222	0.755556
31	3.7333	4.0000	63.3956	0.755556
31	3.7333	4.2000	61.6089	0.755556
31	3.7333	4.4000	59.6622	0.755556
31	3.7333	4.6000	57.5556	0.755556
31	3.7333	4.8000	55.2889	0.755556
31	3.7333	5.0000	52.8622	0.755556
31	3.7333	5.2000	50.2756	0.755556
31	3.7333	5.4000	47.5289	0.755556
31	3.7333	5.6000	44.6222	0.755556
31	3.7333	5.8000	41.5556	0.755556
31	3.7333	6.0000	38.3289	0.755556
31	4.0000	0.0000	64.0000	0.755556
31	4.0000	0.2000	65.5200	0.755556
31	4.0000	0.4000	66.8800	0.755556
31	4.0000	0.6000	68.0800	0.755556
31	4.0000	0.8000	69.1200	0.755556
31	4.0000	1.0000	70.0000	0.755556
31	4.0000	1.2000	70.7200	0.755556
31	4.0000	1.4000	71.2800	0.755556
31	4.0000	1.6000	71.6800	0.755556
31	4.0000	1.8000	71.9200	0.755556
31	4.0000	2.0000	72.0000	0.755556
31	4.0000	2.2000	71.9200	0.755556
31	4.0000	2.4000	71.6800	0.755556
31	4.0000	2.6000	71.2800	0.755556
31	4.0000	2.8000	70.7200	0.755556
31	4.0000	3.0000	70.0000	0.755556
31	4.0000	3.2000	69.1200	0.755556
31	4.0000	3.4000	68.0800	0.755556
31	4.0000	3.6000	66.8800	0.755556
31	4.0000	3.8000	65.5200	0.755556
31	4.0000	4.0000	64.0000	0.755556
31	4.0000	4.2000	62.3200	0.755556
31	4.0000	4.4000	60.4800	0.755556
31	4.0000	4.6000	58.4800	0.755556
31	4.0000	4.8000	56.3200	0.755556
31	4.0000	5.0000	54.0000	0.755556
31	4.0000	5.2000	51.5200	0.755556
31	4.0000	5.4000	48.8800	0.755556
31	4.0000	5.6000	46.0800	0.755556
31	4.0000	5.8000	43.1200	0.755556
31	4.0000	6.0000	40.0000	0.755556
31	4.2667	0.0000	62.3289	0.755556
31	4.2667	0.2000	63.9556	0.755556
31	4.2667	0.4000	65.4222	0.755556
31	4.2667	0.6000	66.7289	0.755556
31	4.2667	0.8000	67.8756	0.755556
31	4.2667	1.0000	68.8622	0.755556
31	4.2667	1.2000	69.6889	0.755556
31	4.2667	1.4000	70.3556	0.755556
31	4.2667	1.6000	70.8622	0.755556
31	4.2667	1.8000	71.2089	0.755556
31	4.2667	2.0000	71.3956	0.755556
31	4.2667	2.2000	71.4222	0.755556
31	4.2667	2.4000	71.2889	0.755556
31	4.2667	2.6000	70.9956	0.755556
31	4.2667	2.8000	70.5422	0.755556
31	4.2667	3.0000	69.9289	0.755556
31	4.2667	3.2000	69.1556	0.755556
31	4.2667	3.4000	68.2222	0.755556
31	4.2667	3.6000	67.1289	0.755556
31	4.2667	3.8000	65.8756	0.755556
31	4.2667	4.0000	64.4622	0.755556
31	4.2667	4.2000	62.8889	0.755556
31	4.2667	4.4000	61.1556	0.755556
31	4.2667	4.6000	59.2622	0.755556
31	4.2667	4.8000	57.2089	0.755556
31	4.2667	5.0000	54.9956	0.755556
31	4.2667	5.2000	52.6222	0.755556
31	4.2667	5.4000	50.0889	0.755556
31	4.2667	5.6000	47.3956	0.755556
31	4.2667	5.8000	44.5422	0.755556
31	4.2667	6.0000	41.5289	0.755556
31	4.5333	0.0000	60.5156	0.755556
31	4.5333	0.2000	62.2489	0.755556
31	4.5333	0.4000	63.8222	0.755556
31	4.5333	0.6000	65.2356	0.755556
31	4.5333	0.8000	66.4889	0.755556
31	4.5333	1.0000	67.5822	0.755556
31	4.5333	1.2000	68.5156	0.755556
31	4.5333	1.4000	69.2889	0.755556
31	4.5333	1.6000	69.9022	0.755556
31	4.5333	1.8000	70.3556	0.755556
31	4.5333	2.0000	70.6489	0.755556
31	4.5333	2.2000	70.7822	0.755556
31	4.5333	2.4000	70.7556	0.755556
31	4.5333	2.6000	70.5689	0.755556
31	4.5333	2.8000	70.2222	0.755556
31	4.5333	3.0000	69.7156	0.755556
31	4.5333	3.2000	69.0489	0.755556
31	4.5333	3.4000	68.2222	0.755556
31	4.5333	3.6000	67.2356	0.755556
31	4.5333	3.8000	66.0889	0.755556
31	4.5333	4.0000	64.7822	0.755556
31	4.5333	4.2000	63.3156	0.755556
31	4.5333	4.4000	61.6889	0.755556
31	4.5333	4.6000	59.9022	0.755556
31	4.5333	4.8000	57.9556	0.755556
31	4.5333	5.0000	55.8489	0.755556
31	4.5333	5.2000	53.5822	0.755556
31	4.5333	5.4000	51.1556	0.755556
31	4.5333	5.6000	48.5689	0.755556
31	4.5333	5.8000	45.8222	0.755556
31	4.5333	6.0000	42.9156	0.755556
31	4.8000	0.0000	58.5600	0.755556
31	4.8000	0.2000	60.4000	0.755556
31	4.8000	0.4000	62.0800	0.755556
31	4.8000	0.6000	63.6000	0.755556
31	4.8000	0.8000	64.9600	0.755556
31	4.8000	1.0000	66.1600	0.755556
31	4.8000	1.2000	67.2000	0.755556
31	4.8000	1.4000	68.0800	0.755556
31	4.8000	1.6000	68.8000	0.755556
31	4.8000	1.8000	69.3600	0.755556
31	4.8000	2.0000	69.7600	0.755556
31	4.8000	2.2000	70.0000	0.755556
31	4.8000	2.4000	70.0800	0.755556
31	4.8000	2.6000	70.0000	0.755556
31	4.8000	2.8000	69.7600	0.755556
31	4.8000	3.0000	69.3600	0.755556
31	4.8000	3.2000	68.8000	0.755556
31	4.8000	3.4000	68.0800	0.755556
31	4.8000	3.6000	67.2000	0.755556
31	4.8000	3.8000	66.1600	0.755556
31	4.8000	4.0000	64.9600	0.755556
31	4.8000	4.2000	63.6000	0.755556
31	4.8000	4.4000	62.0800	0.755556
31	4.8000	4.6000	60.4000	0.755556
31	4.8000	4.8000	58.5600	0.755556
31	4.8000	5.0000	56.5600	0.755556
31	4.8000	5.2000	54.4000	0.755556
31	4.8000	5.4000	52.0800	0.755556
31	4.8000	5.6000	49.6000	0.755556
31	4.8000	5.8000	46.9600	0.755556
31	4.8000	6.0000	44.1600	0.755556
31	5.0667	0.0000	56.4622	0.755556
31	5.0667	0.2000	58.4089	0.755556
31	5.0667	0.4000	60.1956	0.755556
31	5.0667	0.6000	61.8222	0.755556
31	5.0667	0.8000	63.2889	0.755556
31	5.0667	1.0000	64.5956	0.755556
31	5.0667	1.2000	65.7422	0.755556
31	5.0667	1.4000	66.7289	0.755556
31	5.0667	1.6000	67.5556	0.755556
31	5.0667	1.8000	68.2222	0.755556
31	5.0667	2.0000	68.7289	0.755556
31	5.0667	2.2000	69.0756	0.755556
31	5.0667	2.4000	69.2622	0.755556
31	5.0667	2.6000	69.2889	0.755556
31	5.0667	2.8000	69.1556	0.755556
31	5.0667	3.0000	68.8622	0.755556
31	5.0667	3.2000	68.4089	0.755556
31	5.0667	3.4000	67.7956	0.755556
31	5.0667	3.6000	67.0222	0.755556
31	5.0667	3.8000	66.0889	0.755556
31	5.0667	4.0000	64.9956	0.755556
31	5.0667	4.2000	63.7422	0.755556
31	5.0667	4.4000	62.3289	0.755556
31	5.0667	4.6000	60.7556	0.755556
31	5.0667	4.8000	59.0222	0.755556
31	5.0667	5.0000	57.1289	0.755556
31	5.0667	5.2000	55.0756	0.755556
31	5.0667	5.4000	52.8622	0.755556
31	5.0667	5.6000	50.4889	0.755556
31	5.0667	5.8000	47.9556	0.755556
31	5.0667	6.0000	45.2622	0.755556
31	5.3333	0.0000	54.2222	0.755556
31	5.3333	0.2000	56.2756	0.755556
31	5.3333	0.4000	58.1689	0.755556
31	5.3333	0.6000	59.9022	0.755556
31	5.3333	0.8000	61.4756	0.755556
31	5.3333	1.0000	62.8889	0.755556
31	5.3333	1.2000	64.1422	0.755556
31	5.3333	1.4000	65.2356	0.755556
31	5.3333	1.6000	66.1689	0.755556
31	5.3333	1.8000	66.9422	0.755556
31	5.3333	2.0000	67.5556	0.755556
31	5.3333	2.2000	68.0089	0.755556
31	5.3333	2.4000	68.3022	0.755556
31	5.3333	2.6000	68.4356	0.755556
31	5.3333	2.8000	68.4089	0.755556
31	5.3333	3.0000	68.2222	0.755556
31	5.3333	3.2000	67.8756	0.755556
31	5.3333	3.4000	67.3689	0.755556
31	5.3333	3.6000	66.7022	0.755556
31	5.3333	3.8000	65.8756	0.755556
31	5.3333	4.0000	64.8889	0.755556
31	5.3333	4.2000	63.7422	0.755556
31	5.3333	4.4000	62.4356	0.755556
31	5.3333	4.6000	60.9689	0.755556
31	5.3333	4.8000	59.3422	0.755556
31	5.3333	5.0000	57.5556	0.755556
31	5.3333	5.2000	55.6089	0.755556
31	5.3333	5.4000	53.5022	0.755556
31	5.3333	5.6000	51.2356	0.755556
31	5.3333	5.8000	48.8089	0.755556
31	5.3333	6.0000	46.2222	0.755556
31	5.6000	0.0000	51.8400	0.755556
31	5.6000	0.2000	54.0000	0.755556
31	5.6000	0.4000	56.0000	0.755556
31	5.6000	0.6000	57.8400	0.755556
31	5.6000	0.8000	59.5200	0.755556
31	5.6000	1.0000	61.0400	0.755556
31	5.6000	1.2000	62.4000	0.755556
31	5.6000	1.4000	63.6000	0.755556
31	5.6000	1.6000	64.6400	0.755556
31	5.6000	1.8000	65.5200	0.755556
31	5.6000	2.0000	66.2400	0.755556
31	5.6000	2.2000	66.8000	0.755556
31	5.6000	2.4000	67.2000	0.755556
31	5.6000	2.6000	67.4400	0.755556
31	5.6000	2.8000	67.5200	0.755556
31	5.6000	3.0000	67.4400	0.755556
31	5.6000	3.2000	67.2000	0.755556
31	5.6000	3.4000	66.8000	0.755556
31	5.6000	3.6000	66.2400	0.755556
31	5.6000	3.8000	65.5200	0.755556
31	5.6000	4.0000	64.6400	0.755556
31	5.6000	4.2000	63.6000	0.755556
31	5.6000	4.4000	62.4000	0.755556
31	5.6000	4.6000	61.0400	0.755556
31	5.6000	4.8000	59.5200	0.755556
31	5.6000	5.0000	57.8400	0.755556
31	5.6000	5.2000	56.0000	0.755556
31	5.6000	5.4000	54.0000	0.755556
31	5.6000	5.6000	51.8400	0.755556
31	5.6000	5.8000	49.5200	0.755556
31	5.6000	6.0000	47.0400	0.755556
31	5.8667	0.0000	49.3156	0.755556
31	5.8667	0.2000	51.5822	0.755556
31	5.8667	0.4000	53.6889	0.755556
31	5.8667	0.6000	55.6356	0.755556
31	5.8667	0.8000	57.4222	0.755556
31	5.8667	1.0000	59.0489	0.755556
31	5.8667	1.2000	60.5156	0.755556
31	5.8667	1.4000	61.8222	0.755556
31	5.8667	1.6000	62.9689	0.755556
31	5.8667	1.8000	63.9556	0.755556
31	5.8667	2.0000	64.7822	0.755556
31	5.8667	2.2000	65.4489	0.755556
31	5.8667	2.4000	65.9556	0.755556
31	5.8667	2.6000	66.3022	0.755556
31	5.8667	2.8000	66.4889	0.755556
31	5.8667	3.0000	66.5156	0.755556
31	5.8667	3.2000	66.3822	0.755556
31	5.8667	3.4000	66.0889	0.755556
31	5.8667	3.6000	65.6356	0.755556
31	5.8667	3.8000	65.0222	0.755556
31	5.8667	4.0000	64.2489	0.755556
31	5.8667	4.2000	63.3156	0.755556
31	5.8667	4.4000	62.2222	0.755556
31	5.8667	4.6000	60.9689	0.755556
31	5.8667	4.8000	59.5556	0.755556
31	5.8667	5.0000	57.9822	0.755556
31	5.8667	5.2000	56.2489	0.755556
31	5.8667	5.4000	54.3556	0.755556
31	5.8667	5.6000	52.3022	0.755556
31	5.8667	5.8000	50.0889	0.755556
31	5.8667	6.0000	47.7156	0.755556
31	6.1333	0.0000	46.6489	0.755556
31	6.1333	0.2000	49.0222	0.755556
31	6.1333	0.4000	51.2356	0.755556
31	6.1333	0.6000	53.2889	0.755556
31	6.1333	0.8000	55.1822	0.755556
31	6.1333	1.0000	56.9156	0.755556
31	6.1333	1.2000	58.4889	0.755556
31	6.1333	1.4000	59.9022	0.755556
31	6.1333	1.6000	61.1556	0.755556
31	6.1333	1.8000	62.2489	0.755556
31	6.1333	2.0000	63.1822	0.755556
31	6.1333	2.2000	63.9556	0.755556
31	6.1333	2.4000	64.5689	0.755556
31	6.1333	2.6000	65.0222	0.755556
31	6.1333	2.8000	65.3156	0.755556
31	6.1333	3.0000	65.4489	0.755556
31	6.1333	3.2000	65.4222	0.755556
31	6.1333	3.4000	65.2356	0.755556
31	6.1333	3.6000	64.8889	0.755556
31	6.1333	3.8000	64.3822	0.755556
31	6.1333	4.0000	63.7156	0.755556
31	6.1333	4.2000	62.8889	0.755556
31	6.1333	4.4000	61.9022	0.755556
31	6.1333	4.6000	60.7556	0.755556
31	6.1333	4.8000	59.4489	0.755556
31	6.1333	5.0000	57.9822	0.755556
31	6.1333	5.2000	56.3556	0.755556
31	6.1333	5.4000	54.5689	0.755556
31	6.1333	5.6000	52.6222	0.755556
31	6.1333	5.8000	50.5156	0.755556
31	6.1333	6.0000	48.2489	0.755556
31	6.4000	0.0000	43.8400	0.755556
31	6.4000	0.2000	46.3200	0.755556
31	6.4000	0.4000	48.6400	0.755556
31	6.4000	0.6000	50.8000	0.755556
31	6.4000	0.8000	52.8000	0.755556
31	6.4000	1.0000	54.6400	0.755556
31	6.4000	1.2000	56.3200	0.755556
31	6.4000	1.4000	57.8400	0.755556
31	6.4000	1.6000	59.2000	0.755556
31	6.4000	1.8000	60.4000	0.755556
31	6.4000	2.0000	61.4400	0.755556
31	6.4000	2.2000	62.3200	0.755556
31	6.4000	2.4000	63.0400	0.755556
31	6.4000	2.6000	63.6000	0.755556
31	6.4000	2.8000	64.0000	0.755556
